Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
520,784,1288,864,564,377,297,287
552,800,1202,866,585,406,311,297
504,811,1121,779,539,386,281,263
508,854,1117,768,528,377,281,269
480,811,1081,714,480,356,257,254
430,845,1014,655,419,334,229,217
456,833,1019,714,425,320,238,230
435,805,1074,726,398,335,241,215
435,918,1104,757,393,326,228,209
418,890,1151,698,379,313,220,205
432,860,1151,711,381,308,213,206
350,857,1259,654,327,295,183,169
309,806,1185,549,241,204,111,131
328,735,1213,487,265,218,159,162
338,769,1174,538,280,275,170,167
389,764,1176,621,391,298,210,209
387,684,1073,622,399,293,207,213
388,728,1092,661,417,308,211,218
373,693,1070,688,421,309,211,208
360,660,972,650,408,261,209,199
371,724,1003,646,422,260,217,211
377,719,960,614,419,259,218,211
362,673,1046,573,404,242,213,205
333,598,1071,504,359,218,180,182
337,633,1121,511,362,221,174,184
242,484,1032,415,224,177,122,116
303,575,1081,533,281,199,153,143
311,569,992,550,290,199,158,148
311,572,934,546,284,201,155,143
327,509,972,595,320,190,166,160
303,562,944,546,297,184,166,150
260,534,932,472,274,189,147,138
243,537,971,451,260,190,144,132
234,520,997,436,258,186,143,130
240,556,973,443,234,208,152,126
254,536,1063,466,263,216,153,132
212,469,989,425,212,223,143,105
223,457,1003,450,227,222,148,112
275,495,1022,542,268,232,169,132
243,499,995,458,238,207,145,115
249,521,990,426,223,212,140,117
250,513,984,415,229,176,136,118
367,689,953,525,371,277,209,194
335,705,849,450,359,278,206,188
355,727,823,499,394,303,218,200
366,708,787,563,419,309,236,211
378,713,788,569,431,310,237,216
269,576,786,484,330,252,177,154
268,515,779,481,320,245,169,154
294,543,823,595,369,226,181,170
276,506,698,550,343,210,159,154
266,523,718,555,330,217,161,149
315,638,884,648,363,215,179,169
315,690,1006,687,370,211,174,163
262,595,977,553,279,189,148,130
251,616,1030,534,265,197,145,126
287,671,1127,596,314,193,154,147
222,598,987,457,251,169,138,115
218,537,903,392,226,161,132,111
214,536,865,382,221,159,125,107
229,584,919,471,246,173,138,115
