Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
128,389,217,93,62,107,167,344
125,381,209,85,59,97,167,377
144,404,196,88,56,105,173,413
134,403,207,89,58,93,182,459
136,357,223,103,53,106,154,392
155,375,231,104,55,112,177,380
158,398,246,104,55,114,165,345
134,347,235,106,57,106,183,354
137,315,212,93,48,105,195,318
149,289,180,70,46,95,201,329
130,260,200,68,42,91,176,332
127,235,191,70,42,88,177,335
132,282,207,56,35,100,139,271
122,276,212,61,37,99,107,225
124,283,257,69,35,97,87,204
121,317,259,100,46,92,89,186
109,302,255,97,47,89,110,270
130,274,249,98,50,84,115,298
134,294,285,100,53,91,126,319
122,344,248,100,55,101,131,324
125,343,238,70,49,100,143,334
126,351,235,73,53,104,131,279
115,366,242,70,49,96,126,259
114,364,193,64,45,85,113,240
114,314,187,70,54,92,124,233
118,276,165,69,55,90,121,245
124,307,201,76,54,90,122,249
117,380,240,81,57,90,121,234
137,417,280,86,59,130,144,243
130,422,291,78,48,118,143,228
125,446,309,87,49,118,142,204
117,420,355,86,45,152,167,206
106,349,327,80,46,160,177,218
73,338,305,75,42,132,176,238
82,340,303,79,42,131,179,271
81,306,309,68,38,131,186,296
83,312,240,63,42,89,158,284
83,331,250,70,42,73,148,269
100,334,259,87,47,74,137,255
109,342,235,81,46,82,133,255
116,395,272,95,51,79,137,262
122,389,277,96,55,82,183,310
127,388,266,100,55,90,196,352
123,372,256,91,55,97,204,354
110,370,324,102,59,92,194,327
107,348,290,93,55,91,179,294
104,366,289,94,52,85,152,257
116,347,292,83,48,120,169,283
136,344,293,83,50,112,155,270
139,332,244,78,48,115,174,284
148,343,243,76,49,116,230,442
147,359,227,74,45,121,228,455
137,356,217,81,46,116,217,422
124,356,217,84,43,123,221,440
125,359,205,78,44,121,212,453
108,331,186,76,41,119,153,306
109,326,210,85,47,133,141,292
114,349,253,91,47,106,129,298
109,340,248,86,50,104,124,277
105,345,254,85,47,102,122,247
114,352,272,87,50,104,121,247
113,315,252,76,45,79,113,224
113,292,224,60,44,86,138,248
108,272,225,59,37,85,185,301
107,269,228,55,35,85,184,309
99,244,215,52,30,82,182,305
106,248,235,47,30,80,184,305
117,249,245,52,39,81,181,303
120,265,254,55,40,71,128,270
120,279,247,55,40,73,130,298
127,313,262,60,42,81,134,295
143,345,271,67,43,89,158,312
134,362,260,68,40,84,135,283
133,407,296,77,47,87,137,253
151,391,285,80,47,82,135,218
146,383,261,79,49,78,152,262
122,354,240,74,48,66,156,289
125,329,225,68,44,75,172,325
