Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
645,544,315,380,106,100,257,483
701,570,304,343,118,102,249,531
774,569,313,433,131,121,263,535
769,573,306,433,117,111,247,504
822,585,344,482,143,131,276,556
836,524,342,466,132,127,271,523
853,472,317,439,123,117,240,413
772,459,333,398,135,97,206,390
810,470,355,407,141,103,205,401
827,391,262,349,134,87,167,316
806,371,252,361,144,104,229,403
745,378,276,393,158,105,250,422
903,397,251,362,145,110,262,448
877,451,261,373,153,110,263,452
780,445,280,386,144,107,275,483
803,461,281,379,136,92,223,399
923,462,264,341,116,96,227,375
780,483,270,353,111,95,226,397
710,403,234,294,97,98,242,412
696,431,206,263,88,91,233,371
709,441,214,279,101,97,258,416
675,451,212,274,98,96,254,453
793,492,220,274,95,120,281,516
848,507,233,289,96,118,291,524
880,483,235,290,99,123,292,525
905,479,233,269,87,122,279,519
796,479,247,296,95,124,294,505
751,513,245,268,107,97,262,412
718,505,228,281,118,90,234,400
672,514,223,306,122,84,230,382
639,588,221,312,125,83,221,367
737,599,287,365,128,86,195,377
813,557,343,361,121,89,203,465
843,555,368,405,111,95,207,457
906,582,404,427,118,113,245,533
976,516,403,468,126,132,282,573
972,593,423,450,136,138,282,596
1012,602,383,457,139,148,305,625
1083,605,358,394,137,155,309,658
1108,574,347,373,141,143,276,620
1042,583,354,364,155,132,274,705
1083,549,380,346,147,118,294,741
974,650,548,384,170,119,374,817
969,716,579,421,181,114,390,853
996,764,588,439,176,127,456,980
1054,757,595,427,166,134,463,946
991,730,585,431,166,148,461,920
1049,707,479,502,195,156,414,830
958,641,474,501,191,154,416,843
907,593,448,477,189,150,359,764
