Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
120,332,434,124,210,159,105,160
123,310,378,110,188,147,93,161
116,306,330,99,190,150,93,175
116,291,318,98,188,142,86,126
93,262,281,90,110,148,94,125
82,291,291,84,118,139,99,123
78,299,297,76,116,190,107,125
102,302,371,90,106,188,105,116
93,295,393,100,136,186,108,140
97,302,402,108,150,171,105,137
94,255,409,115,203,196,110,133
98,260,494,164,472,211,111,143
92,253,470,296,827,503,114,142
111,268,452,369,1001,547,125,134
119,332,515,382,1068,593,133,129
126,352,512,384,1173,617,134,141
123,357,441,370,1189,641,127,124
113,358,421,300,1009,460,120,126
104,364,479,203,864,438,111,114
93,319,431,176,778,412,109,114
84,315,423,172,613,377,108,111
82,316,421,166,413,316,103,134
85,332,564,135,460,301,107,121
71,288,531,139,416,249,104,120
79,302,512,142,425,212,94,129
86,297,523,143,456,197,100,142
87,330,553,149,478,197,105,128
81,337,387,125,368,222,107,129
89,376,383,118,355,231,103,150
80,358,417,109,389,220,122,145
76,343,441,141,383,214,113,123
82,318,381,140,399,224,121,121
94,300,411,141,439,206,141,143
87,285,447,146,457,292,169,127
92,281,439,146,420,284,156,142
90,290,523,113,372,289,156,145
90,297,540,110,327,275,152,140
78,320,515,105,255,280,132,122
75,300,495,95,305,212,105,114
69,282,517,98,316,204,95,89
88,317,449,97,301,205,119,107
83,327,436,84,275,199,120,104
84,323,480,98,271,189,115,100
85,365,472,94,195,159,105,97
90,390,436,108,171,174,109,98
72,345,371,108,165,164,78,73
71,315,398,112,158,156,76,72
74,295,384,100,146,160,82,84
89,267,373,99,97,143,91,81
88,240,360,74,90,132,97,77
86,286,422,75,87,139,101,82
85,303,421,84,100,133,95,81
80,350,397,82,103,131,88,61
64,352,419,85,104,154,88,61
67,374,445,103,106,141,85,83
74,358,399,101,128,141,104,115
77,344,441,111,196,157,108,121
80,285,437,117,203,211,110,128
79,251,432,120,203,204,100,133
77,225,397,106,204,231,99,124
78,327,444,108,196,230,81,94
79,356,394,87,144,231,80,96
78,410,392,83,139,189,90,95
79,406,357,72,135,187,95,96
79,391,404,70,134,171,98,106
78,319,365,67,133,175,98,104
78,308,364,84,124,184,101,101
82,234,429,88,115,171,91,101
82,229,443,95,116,175,90,101
82,247,402,97,113,161,83,92
82,291,459,118,111,149,79,97
75,264,480,111,96,131,70,89
90,302,421,107,84,124,67,83
90,308,443,103,79,133,65,70
88,315,454,107,101,135,71,65
81,248,399,101,106,137,78,59
84,252,395,100,106,125,80,60
70,221,394,99,112,133,88,80
78,267,413,113,121,164,93,83
85,256,480,115,115,156,85,87
90,262,463,96,105,152,83,85
90,264,429,91,99,168,85,89
87,292,421,89,89,180,77,72
76,254,401,76,76,139,76,87
75,250,353,79,69,138,76,97
70,240,359,80,69,153,73,100
72,252,386,89,66,136,67,98
68,233,479,105,67,111,70,97
69,241,448,102,66,106,69,80
66,252,401,92,46,121,70,67
68,268,387,91,43,111,67,63
64,251,366,84,47,122,66,60
64,218,370,79,46,146,88,68
64,208,395,88,51,154,82,65
72,220,413,92,50,148,83,61
76,244,418,92,55,140,87,62
75,238,415,93,56,150,96,87
74,250,316,84,68,138,74,81
73,255,277,70,65,132,76,83
62,253,260,64,62,125,72,87
60,241,329,78,66,144,67,91
66,260,329,75,65,127,55,75
69,258,323,73,51,118,58,72
74,254,356,78,52,140,63,71
76,268,350,78,56,148,66,68
78,315,321,79,49,128,69,74
75,317,345,87,58,126,74,106
72,315,335,87,60,129,72,110
69,336,326,86,62,120,73,114
71,319,349,88,63,125,73,116
65,254,326,75,60,131,72,107
70,268,305,63,48,135,68,74
78,263,308,60,49,129,67,70
77,223,334,65,49,127,61,63
79,212,321,60,44,112,64,68
81,209,329,66,47,104,61,73
77,167,406,79,46,100,66,69
73,207,456,93,47,121,73,71
72,226,447,90,48,111,73,70
71,246,458,93,49,131,82,63
74,258,542,115,45,130,86,69
70,256,485,109,46,140,80,76
67,228,443,96,44,145,83,72
76,302,452,100,50,139,84,89
74,304,456,109,58,139,74,91
68,299,334,79,56,138,85,102
70,305,383,83,58,123,91,99
78,324,447,102,62,94,85,108
69,282,420,96,56,99,97,101
73,313,409,85,47,114,95,107
73,309,410,89,52,118,85,95
71,305,396,87,51,124,84,95
67,291,357,71,54,134,93,123
80,287,367,82,54,158,84,134
73,230,376,88,56,133,82,126
72,229,400,85,54,149,87,126
79,247,397,85,53,143,80,123
92,260,380,88,49,173,71,90
87,253,386,85,47,146,73,77
95,244,400,80,45,145,72,81
97,237,434,90,49,151,71,89
105,219,411,96,53,154,72,91
92,207,395,91,46,131,72,90
93,195,383,84,46,134,65,87
85,229,418,89,44,164,65,87
88,247,377,84,38,153,60,84
76,283,373,76,34,157,63,88
72,290,396,80,46,142,64,88
72,288,387,79,48,151,64,90
87,317,320,72,55,132,73,98
92,320,291,66,55,128,85,97
91,308,328,77,57,144,96,110
99,310,300,73,54,149,94,108
100,304,347,94,64,158,96,102
91,264,387,94,61,155,90,91
89,276,429,96,69,157,83,81
91,295,442,106,71,137,70,66
82,286,436,104,72,135,72,91
81,299,434,90,69,128,79,103
89,291,416,92,68,122,78,104
93,280,391,95,61,112,76,107
92,260,364,77,64,113,76,102
93,278,379,80,64,123,85,104
95,274,339,89,62,113,83,95
86,339,309,92,68,117,92,116
77,348,311,86,67,111,88,116
78,338,347,96,66,122,91,117
91,346,353,94,60,124,92,106
81,342,346,85,59,125,85,103
87,282,338,81,60,127,79,81
87,255,353,87,63,133,93,106
93,250,321,76,62,136,98,127
89,253,338,75,62,143,93,121
103,254,337,72,59,139,95,122
100,253,389,74,61,135,96,128
99,249,373,66,60,163,83,105
96,304,394,82,59,160,71,82
92,276,395,86,58,150,71,96
88,295,416,90,58,173,75,98
85,305,357,87,55,169,70,96
81,311,338,83,51,146,69,97
76,270,314,77,59,143,79,96
84,335,284,76,59,138,84,84
77,365,293,86,65,115,81,76
82,395,295,87,66,122,94,103
94,407,341,94,69,125,95,120
97,406,335,90,64,122,91,119
94,363,338,90,65,123,82,119
88,332,329,87,65,121,95,126
83,301,351,89,55,130,86,107
71,292,320,88,53,137,90,88
75,292,331,88,53,136,91,89
70,310,362,91,54,131,93,87
73,290,341,80,49,123,82,94
72,328,369,85,49,109,81,86
70,329,359,85,46,102,83,86
71,329,357,92,58,96,85,81
72,323,348,93,55,117,84,93
74,323,393,98,55,118,83,85
79,281,368,92,57,130,84,81
85,284,415,102,56,125,81,86
79,281,386,90,38,126,76,86
76,242,411,89,36,110,76,72
80,237,380,83,36,111,76,74
79,219,387,81,35,90,73,76
78,191,389,79,42,106,64,69
79,188,442,89,44,110,65,70
87,266,429,86,46,104,66,94
88,270,416,86,47,107,71,90
93,297,464,103,56,118,75,95
93,307,483,111,58,99,72,101
91,297,432,100,56,90,70,100
84,253,419,102,61,98,66,77
87,270,425,104,61,110,69,71
91,260,388,92,56,114,71,66
89,257,322,71,49,114,74,58
95,289,355,81,50,118,79,59
93,278,398,81,43,120,82,62
86,280,415,84,42,101,65,66
77,286,438,90,38,87,63,115
77,302,468,99,39,85,65,129
69,265,461,94,39,82,58,140
70,258,403,89,42,81,54,139
69,229,434,91,40,106,62,139
