Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
166,388,534,194,171,176,124,125
163,392,580,215,173,181,141,129
159,357,581,205,167,176,134,121
125,411,575,196,136,163,131,118
132,381,716,261,166,164,150,136
136,376,747,260,158,163,151,129
153,464,740,286,201,175,143,130
149,470,729,290,201,172,145,128
159,452,791,312,212,170,135,120
157,442,710,275,205,186,164,108
143,439,675,269,196,163,151,101
129,344,681,240,151,145,150,94
128,344,664,233,150,145,154,100
138,343,666,200,155,147,162,106
153,323,783,196,180,146,127,113
150,310,756,184,177,148,128,112
146,314,792,175,174,158,123,106
177,358,913,288,206,165,124,113
163,319,847,293,199,160,115,106
137,301,771,279,163,138,107,90
137,286,752,279,160,132,104,87
175,390,756,357,237,154,124,111
141,346,701,276,213,147,118,94
134,333,693,265,203,144,118,95
136,353,693,289,202,138,118,92
164,429,785,313,220,167,123,104
126,408,723,212,143,138,102,83
128,418,633,209,139,141,101,88
159,488,682,248,194,168,128,117
164,475,591,226,197,159,123,120
140,409,527,198,180,139,118,112
136,328,529,195,174,136,115,109
149,340,627,202,178,141,124,107
129,269,588,142,148,120,102,85
120,266,676,130,133,116,120,110
147,328,680,240,175,124,135,162
156,335,669,248,181,131,141,168
162,422,607,266,218,153,156,190
170,445,559,272,208,146,168,218
178,476,545,288,213,159,159,212
193,474,503,228,207,167,164,191
186,480,515,219,203,165,160,185
186,480,611,229,204,152,147,186
174,462,653,231,197,147,129,157
172,439,596,212,191,132,118,159
136,424,641,198,163,102,93,154
142,455,648,202,174,105,104,159
131,374,535,170,139,91,103,134
137,397,554,188,143,99,109,130
133,401,601,209,150,106,128,150
129,401,545,196,145,104,130,141
130,351,556,193,126,101,122,135
138,345,604,186,128,107,115,134
139,304,558,162,124,104,108,134
147,288,585,141,126,110,90,90
158,295,598,144,133,114,85,110
164,319,631,140,133,114,87,109
158,338,687,135,139,151,91,113
152,319,681,152,139,149,86,108
158,345,636,153,142,144,79,112
145,325,616,160,143,146,93,92
136,322,549,164,154,161,99,93
117,283,432,165,127,110,87,80
138,303,457,154,132,117,100,87
118,262,392,141,120,111,99,85
116,273,414,125,110,106,85,78
148,289,488,188,171,121,107,111
167,317,461,194,178,128,112,115
154,321,437,196,173,121,113,128
157,338,472,209,177,124,114,128
172,317,528,241,184,127,123,139
152,290,483,187,126,105,109,121
159,300,575,204,143,111,111,122
151,288,607,191,145,119,107,136
149,264,636,195,139,120,119,147
154,280,646,203,145,117,134,193
144,271,628,205,134,99,122,193
120,241,586,199,102,83,118,204
125,269,571,202,103,91,125,222
129,281,530,194,103,85,129,256
111,289,509,225,109,94,109,222
119,302,515,232,124,102,121,221
116,293,473,216,123,104,118,211
131,296,538,238,123,92,122,183
147,324,559,252,134,102,126,136
144,324,499,181,110,89,122,142
141,313,510,176,97,76,112,150
156,326,582,195,125,84,121,157
139,294,489,166,117,72,106,153
118,275,581,138,111,68,88,142
125,281,565,146,123,82,93,134
121,287,552,143,126,90,98,156
96,257,498,119,100,83,86,156
125,287,574,198,161,103,95,157
127,271,442,205,166,101,85,152
125,262,443,200,159,94,78,147
142,351,587,239,168,101,83,117
149,354,571,240,168,103,82,104
141,342,561,201,133,114,103,118
140,345,578,198,122,109,104,135
131,325,572,197,122,109,105,141
120,263,470,171,132,126,102,139
110,285,451,165,132,129,103,141
99,277,466,169,122,113,90,150
102,288,473,167,124,123,97,181
123,339,666,247,157,133,106,190
126,319,635,242,141,109,102,193
133,375,641,247,144,109,104,197
187,369,596,231,136,110,97,178
200,416,607,248,151,110,100,142
194,418,488,174,119,99,93,132
191,409,493,158,109,103,88,129
193,341,493,159,104,99,88,154
143,360,568,167,104,96,78,149
122,356,539,146,80,87,68,149
124,320,442,157,92,100,74,141
118,319,431,159,91,90,73,142
132,323,518,164,98,93,89,180
137,296,463,154,108,100,106,214
147,308,543,165,133,116,111,215
145,303,554,146,125,104,110,244
150,316,614,153,140,118,141,293
134,322,568,142,139,120,142,263
136,367,645,176,137,114,135,241
125,303,618,158,112,95,129,248
125,306,665,163,111,94,129,225
120,287,696,166,90,79,95,152
114,276,736,162,79,68,74,141
109,229,687,139,79,73,76,151
108,261,701,139,86,87,89,132
96,248,705,153,88,95,90,134
128,269,695,235,131,125,113,143
136,272,666,252,140,130,115,141
149,319,691,249,149,137,116,127
156,288,639,248,146,130,106,132
158,304,618,240,148,126,112,150
141,300,644,167,137,109,94,146
134,302,610,150,136,106,95,138
118,246,512,133,116,94,86,141
108,256,545,142,116,90,91,161
106,234,540,142,116,96,78,137
98,224,462,140,98,82,72,136
96,227,477,130,88,82,80,142
95,230,572,168,93,70,88,147
98,224,598,176,92,74,83,119
95,223,564,171,84,71,80,116
91,214,526,168,86,70,86,117
104,248,539,170,85,70,76,109
87,254,443,133,78,79,68,89
94,249,433,119,76,80,72,124
102,265,433,121,76,73,84,135
116,316,418,116,72,84,89,152
114,298,474,152,85,101,97,157
128,292,467,156,86,94,97,159
125,324,510,161,91,95,96,132
124,322,508,162,93,101,87,130
127,277,549,153,90,95,98,169
128,257,583,125,78,78,95,168
120,274,634,166,109,88,107,172
126,297,550,165,109,85,108,171
143,383,576,199,129,86,116,174
127,382,534,199,121,79,98,113
124,408,493,214,129,88,101,125
121,401,416,184,109,82,87,116
116,390,503,199,128,114,91,119
88,329,481,170,114,119,83,102
97,367,545,180,125,121,80,102
90,351,493,158,116,112,69,82
92,340,534,172,127,122,76,99
77,306,438,140,101,92,71,96
82,273,588,153,94,83,69,98
85,234,600,149,88,88,76,98
94,233,631,156,87,86,75,94
96,243,633,145,65,71,66,83
98,226,654,147,66,76,74,119
94,258,642,135,79,83,96,140
81,240,589,124,70,78,93,137
101,233,542,116,90,87,101,149
101,219,527,107,96,84,101,144
105,229,523,109,97,85,97,121
109,203,370,104,93,93,85,101
118,225,506,133,107,106,112,114
97,213,528,128,93,102,110,105
97,219,515,127,87,103,113,107
92,213,493,123,84,104,114,96
89,202,559,138,77,90,111,112
76,179,463,122,60,72,83,99
69,220,474,123,58,75,76,92
68,225,531,131,61,85,74,96
74,225,570,135,66,84,70,101
67,216,521,113,63,84,60,84
76,211,526,112,57,82,66,91
76,171,499,115,53,78,69,89
70,154,447,105,45,71,66,81
82,185,483,111,59,76,68,96
83,183,491,115,57,70,70,86
82,206,458,103,63,72,68,95
88,225,599,135,79,73,68,97
93,272,592,144,90,73,65,99
84,288,606,150,88,65,61,80
92,308,589,149,90,69,74,80
89,308,657,156,89,71,74,58
83,291,600,138,77,69,71,59
115,264,627,170,135,111,105,85
114,234,556,171,137,115,112,87
109,245,568,171,137,115,115,87
107,223,510,162,138,113,112,85
112,257,434,159,144,129,123,88
89,259,399,127,94,97,98,60
87,261,407,118,93,100,92,59
93,232,416,127,92,98,91,120
97,239,379,131,91,99,95,133
93,245,360,118,79,87,86,133
85,256,508,134,69,85,83,138
84,245,507,130,62,74,80,135
84,260,482,115,58,74,65,91
88,278,561,135,65,71,65,76
86,271,567,136,65,57,57,79
86,238,457,119,72,52,60,86
85,242,456,117,68,47,61,93
98,238,574,176,81,50,64,92
94,207,529,168,74,50,58,91
91,168,532,167,76,51,65,86
91,199,587,193,99,59,62,74
90,195,589,195,116,70,71,81
69,183,498,150,115,80,74,83
64,184,457,141,119,86,75,80
77,186,515,151,122,86,75,99
71,155,431,113,102,81,75,99
72,161,432,109,83,71,62,87
70,157,438,114,80,67,63,84
71,164,460,120,74,62,67,99
64,163,469,115,87,66,69,91
65,159,489,102,82,63,67,90
