Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
417,357,536,110,70,212,868,635
397,381,543,170,83,220,879,544
438,368,546,166,80,212,846,594
458,315,464,161,75,170,838,629
397,305,477,164,76,201,893,617
363,324,411,164,76,200,914,649
361,316,375,106,67,195,1012,648
285,319,379,102,75,201,1064,568
331,345,350,112,84,267,1128,568
326,335,362,113,82,251,1099,506
354,323,371,115,90,270,1097,443
353,306,387,112,90,311,1015,519
368,329,407,113,84,304,1018,528
324,327,405,106,75,249,956,503
342,321,373,99,72,284,938,507
353,321,362,89,64,268,954,529
354,369,476,92,70,226,963,473
355,379,459,80,68,236,957,452
370,356,461,81,78,257,974,498
394,356,450,88,81,223,939,489
375,380,443,88,81,230,885,461
388,349,395,98,95,275,850,462
452,322,428,107,97,268,813,450
420,350,492,111,92,247,746,365
403,337,537,109,93,229,812,347
441,387,556,120,101,222,812,393
425,414,513,108,82,156,755,388
341,427,495,100,85,187,693,391
348,415,527,96,80,210,641,441
339,422,507,105,78,217,667,553
361,357,519,93,74,231,722,571
391,314,542,103,83,268,740,572
434,314,546,113,83,248,779,674
461,307,499,117,89,269,867,693
503,321,512,114,96,320,823,690
531,325,465,114,100,331,855,835
551,334,415,106,96,326,881,872
550,323,412,107,92,330,900,885
542,324,393,99,90,297,896,946
509,301,391,86,79,254,853,946
505,296,398,90,77,226,785,850
526,318,425,96,75,198,817,880
541,310,413,114,82,190,853,910
608,330,367,121,85,198,866,889
655,380,485,128,87,182,967,905
604,393,526,130,82,187,984,873
605,391,557,134,80,164,979,871
627,398,607,122,73,212,1112,813
586,469,687,125,69,220,1069,805
565,444,593,134,78,217,1026,792
605,430,553,132,75,205,990,792
600,424,536,125,76,236,1003,739
584,442,505,122,82,205,847,734
601,368,413,115,87,201,872,730
605,376,422,98,76,208,828,661
559,364,459,92,77,213,811,733
523,352,457,87,75,193,781,730
522,316,446,75,68,186,761,803
478,311,432,81,65,181,706,732
466,297,534,87,77,191,718,759
505,285,508,87,78,208,745,778
518,258,483,92,80,210,678,770
456,300,473,95,81,226,641,626
445,288,473,82,73,217,749,642
465,379,426,98,70,228,822,673
437,406,463,104,74,248,879,561
400,407,454,97,70,235,905,517
445,422,463,114,81,270,970,549
482,428,454,120,84,276,878,563
425,343,371,101,79,256,822,570
450,416,362,105,83,250,801,567
434,435,357,112,85,254,763,560
395,395,308,92,72,189,621,534
378,411,339,93,77,210,697,540
390,409,334,92,77,216,648,472
340,301,292,82,63,176,511,459
413,271,290,75,59,172,573,494
450,258,304,73,63,176,564,471
489,252,310,73,64,159,602,582
495,266,327,90,62,141,605,677
500,291,421,103,59,141,658,683
528,311,436,106,59,150,797,716
548,330,451,115,62,152,826,751
485,304,456,110,56,136,839,710
505,305,442,96,58,132,994,637
506,342,490,89,63,136,988,632
439,341,531,100,69,148,963,634
419,360,558,104,68,147,1042,677
450,411,564,127,78,217,977,687
440,400,569,139,78,228,858,683
483,362,497,144,77,250,871,746
511,385,479,142,75,237,753,761
482,391,437,135,74,243,741,758
578,350,426,124,60,199,785,729
579,346,444,114,61,196,782,737
546,350,387,100,66,186,817,676
545,355,497,99,67,197,841,614
631,335,507,107,69,207,793,624
519,324,488,96,69,194,803,705
534,334,473,98,72,191,799,679
575,345,481,97,66,172,735,683
621,373,402,96,67,256,762,755
582,362,389,86,63,254,709,684
599,358,434,87,65,283,659,557
564,362,461,82,64,302,640,576
573,372,514,92,73,334,713,651
496,335,454,97,72,271,732,565
467,337,489,100,77,269,771,598
488,343,447,98,77,237,808,669
520,348,502,105,71,238,866,679
449,311,512,98,64,206,802,607
435,263,518,84,62,209,733,623
413,249,480,83,57,209,771,645
412,282,490,90,53,204,749,559
367,288,463,93,60,176,738,570
423,298,438,96,67,216,845,585
489,325,462,95,67,219,894,624
491,328,466,91,67,205,867,632
447,281,457,82,70,217,858,658
495,255,428,86,72,220,861,642
490,235,402,87,67,169,840,615
430,284,432,125,79,181,896,569
