Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
382,313,134,78,69,129,176,219
326,262,130,72,65,121,178,215
281,255,128,62,57,116,172,219
292,300,116,60,60,117,170,230
275,298,116,65,67,121,153,213
248,270,134,62,60,102,153,202
240,259,129,65,59,101,145,181
350,272,131,68,61,101,160,205
389,299,140,69,61,94,183,317
384,292,144,65,54,72,168,318
385,303,128,63,53,68,168,328
411,290,135,61,57,93,187,335
338,302,151,68,67,147,223,343
324,311,141,67,68,153,204,264
346,304,138,72,70,155,211,253
343,301,147,71,70,163,213,223
327,361,150,76,73,155,214,237
334,360,137,75,69,118,172,262
302,297,142,74,63,111,166,233
305,328,143,71,63,110,159,241
323,312,152,69,61,107,154,245
338,262,166,76,67,117,203,239
322,257,160,76,64,101,217,187
326,288,171,72,64,100,216,194
352,244,176,70,65,111,215,196
363,248,167,73,67,144,237,248
360,237,147,67,59,146,206,264
363,248,145,63,63,155,190,258
350,215,135,65,64,155,184,249
318,236,136,69,61,158,205,286
305,287,130,75,68,138,187,300
350,308,137,71,64,124,203,313
342,297,162,71,57,119,202,311
352,289,161,72,57,119,203,315
406,309,154,70,60,127,210,308
384,263,166,69,53,120,225,286
327,242,161,70,57,117,195,249
383,236,134,65,54,116,190,264
393,235,139,70,57,115,188,261
334,238,140,68,54,98,176,238
346,255,134,63,55,102,169,246
345,254,133,61,50,112,171,269
281,294,149,75,59,111,187,257
271,313,138,71,58,116,195,265
