Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
52,94,191,56,40,45,76,97
49,100,184,54,38,47,82,91
67,114,173,52,35,41,74,88
61,119,172,57,39,46,84,87
69,121,160,59,39,45,83,83
71,124,140,53,37,42,82,79
74,156,210,66,40,45,88,95
59,150,209,67,39,42,80,88
60,150,204,60,37,38,71,88
63,153,219,62,37,40,79,90
66,157,214,63,39,38,77,92
66,115,163,53,38,32,67,90
63,101,174,50,36,31,63,87
64,109,183,50,34,30,67,90
56,106,169,45,32,29,62,95
55,106,198,51,34,31,61,105
58,111,201,55,36,33,68,96
58,116,271,66,40,35,65,93
61,118,300,75,46,39,62,94
68,118,292,75,47,43,76,106
72,111,284,72,45,50,92,100
69,107,286,69,44,50,90,100
69,105,209,59,43,52,101,107
80,119,287,71,47,72,157,150
72,131,295,74,51,74,164,141
76,149,316,83,55,72,158,139
76,149,312,84,54,72,156,134
77,154,328,88,56,74,156,127
63,128,235,75,48,54,110,94
67,122,237,74,45,50,100,92
74,126,211,64,39,47,96,92
73,148,202,62,40,45,94,94
75,145,180,55,36,45,86,100
75,150,165,49,34,42,79,82
78,143,159,53,33,44,75,90
64,122,148,50,34,45,75,94
69,93,147,52,34,48,86,102
69,109,160,49,34,45,86,102
66,139,165,47,35,45,83,94
60,146,167,47,35,38,74,88
67,157,176,47,34,38,81,89
59,158,175,43,33,32,69,81
57,148,160,46,32,29,65,77
58,119,157,47,31,32,69,84
73,139,195,46,29,36,89,104
65,131,180,45,29,36,91,102
64,130,181,46,32,38,93,96
66,154,200,54,33,41,95,105
65,157,245,60,34,36,91,105
44,131,211,55,36,37,75,77
58,134,295,68,37,35,61,74
67,153,307,70,36,36,63,79
69,141,297,70,37,35,58,71
68,137,264,65,36,38,55,75
74,155,270,69,37,44,68,88
64,152,182,56,34,45,72,93
58,136,184,58,35,44,71,93
51,121,206,55,33,46,95,112
63,139,214,56,33,49,107,112
58,117,217,54,33,45,101,112
56,109,207,57,33,45,98,106
55,101,191,59,37,45,98,107
56,98,178,56,36,42,78,87
49,83,192,59,39,53,97,101
48,86,185,57,38,50,100,101
50,98,228,68,44,52,107,106
58,107,220,61,39,49,104,103
66,117,211,60,41,51,104,98
61,104,186,58,39,38,85,104
61,111,179,58,38,43,84,103
58,102,126,40,31,40,79,97
57,99,136,40,32,39,81,98
53,97,135,39,30,37,78,97
62,102,138,48,34,35,62,68
62,90,151,49,36,32,66,71
67,97,169,51,38,43,89,96
65,106,159,52,41,44,99,115
62,102,155,52,41,42,99,117
59,101,161,48,37,39,98,118
57,101,149,45,34,39,91,117
66,115,134,45,31,31,75,100
64,111,147,49,30,33,64,86
64,110,151,52,31,36,68,84
65,121,197,58,33,41,74,89
69,122,195,58,34,38,69,85
60,103,200,59,33,36,60,85
60,116,232,65,36,36,57,83
61,113,232,64,38,40,64,87
55,109,203,58,35,38,59,82
52,115,221,59,36,44,63,89
45,112,211,58,37,45,66,86
42,89,183,47,31,47,70,78
39,90,224,52,28,41,62,74
50,100,244,50,28,39,62,68
51,93,232,48,27,39,74,68
53,93,239,51,29,37,72,66
55,93,226,49,28,33,67,72
56,92,201,46,30,38,73,73
55,110,169,44,29,39,72,85
52,116,175,50,31,35,60,92
52,119,169,48,30,37,64,94
48,120,171,49,30,36,62,91
46,126,209,52,31,32,54,89
34,90,205,51,31,31,50,75
36,89,213,50,34,29,46,53
36,86,215,51,36,30,54,59
37,85,214,55,39,33,54,60
34,74,161,50,39,36,57,60
37,75,150,48,42,39,60,64
34,62,146,56,39,41,58,72
36,62,146,53,37,43,67,73
35,59,146,53,36,46,67,81
39,61,156,55,34,45,68,82
36,75,156,55,33,47,72,93
39,88,140,48,36,50,77,86
43,102,183,58,38,47,64,87
42,105,184,56,39,44,69,85
50,123,186,59,40,43,74,93
